Term DocID TF Positions
bone 4 2 32609,43971
bonner 4 1 22639
book 4 1 20324
booster 4 1 27615
booth 4 1 16729
border 4 4 21587,21874,21891,44810
born 4 14 5890,6017,18120,21739,21838,23422,36750,38131,38191,38239,38359,41987,44816,47593
borycki 4 1 30772
bossart 4 1 3890
boston 4 13 6094,6105,6144,6180,11283,24277,24376,30053,30056,30069,30074,30449,41086
bottom 1 1 346
bottom 4 1 49379
boundari 4 2 16300,17092
bowi 4 2 32077,34257
boy 4 4 1328,1330,3302,36079
boyer 4 1 27645
brackbil 4 1 23986
brainstorm 4 1 12529
brambl 4 1 34239
brancati 4 1 17316
brand 4 6 43944,44009,44045,44115,44130,44194
brandei 4 1 30064
brandon 4 1 18191
brandoyn 4 1 43715
brazil 4 9 2116,2170,2219,25570,25599,25623,26172,26207,26476
brc 4 1 38502
break 4 1 42071
breast 4 23 4872,10866,10896,10973,10983,10985,11007,11041,11083,11108,11500,31729,43686,43763,43868,43883,43904,43913,43932,49553,49635,49659,49669
breastfeed 4 25 3564,3639,3665,3679,3697,3717,3766,3787,3807,3824,3839,3849,20036,28738,28778,28783,28809,28823,28832,28843,28881,28978,29013,29056,29113
brendan 4 1 21171
bridg 4 6 103,4137,9434,10529,18712,30301
briefli 3 1 1085
bring 4 9 1880,13128,13202,34514,35537,36125,42858,46093,49363
british 4 1 18202
broad 4 7 19672,24287,25660,32017,44473,46077,47291
broaden 4 1 26141
broader 4 5 7657,7710,34663,41395,49395
broccoli 4 1 45302
brochur 4 1 27152
broken 4 2 11762,11790
brolin 4 1 30045
bronchospasm 3 1 284
brookdal 4 1 10563
brophi 4 1 7488
brothel 4 1 4432
brother 4 2 9218,9225
brought 3 1 2299
brought 4 1 25699
brouwer 4 2 21538,39579
brown 4 4 15881,38164,39933,40552
brucellosi 4 1 38289
brussel 4 1 5156
bs 4 5 25945,31223,31226,33795,38153
bsc 4 1 39323
bscn 4 1 39328
bsph 4 1 38491
bssd 4 1 27229
buffalo 4 1 9467
buffer 4 3 8059,8083,14686
build 4 33 54,647,730,998,1018,6465,6550,9638,11123,11128,11379,11759,11787,12742,12792,12796,12823,14041,15796,18879,24065,28447,28578,33978,37239,45878,46136,46162,46188,46203,46281,46289,49357
built 4 6 15591,15648,15663,15846,17231,49505
builtwith 4 1 9118
buki 4 1 4840
bulbul 4 1 6592
bullard 4 1 39321
bulletin 4 1 49841
bum 4 1 44164
burden 4 8 21216,27484,32054,34536,37431,38320,42450,42540
bureaucrat 4 1 46712
burgess 4 1 47101
burgo 4 1 38152
burk 4 3 1861,11863,35498
burn 4 2 15794,24270
bus 4 1 3182
busi 4 8 504,4456,6646,28094,28299,33604,41499,46131
busto 4 1 17826
butler 4 1 16508
butz 4 1 10288
buy 4 2 8528,44169
bypass 4 1 44347
byumba 4 1 48747
ca 4 4 7999,9024,44843,47485
cadot 4 1 12878
caiaffa 4 4 2135,25563,26178,26484
caisi 4 8 8990,8999,9023,9026,9056,9094,9113,9129
caitlin 4 1 28756
calcul 4 8 1768,8033,8052,8067,19738,24158,30648,48561
calderon 4 1 37914
calhoun 4 3 8148,16196,16991
california 4 4 7949,21569,44791,47363
calikoglu 4 1 48968
call 4 14 8730,24415,25881,25892,26394,27458,29197,38078,43782,45596,45661,45701,45868,47187
calmett 4 1 21683
cambridg 4 1 28091
cami 4 1 27318
campaign 4 4 11304,15045,48919,49251
campbel 4 1 1139
campo 4 3 11866,12452,14253
campylobacteria 4 1 38272
canada 4 17 8134,12029,12313,12427,13699,16192,16714,17183,36166,36210,36212,36243,36273,36311,41850,42128,49322
canadian 4 9 7517,8245,12284,12652,16278,17175,36312,36563,41857
cancer 4 44 4831,4873,4933,5006,10867,10897,10974,10984,10986,11008,11042,11084,11109,11152,11275,16504,16592,16619,16694,23976,24116,24127,24132,24236,30317,32236,32280,37373,37409,43687,43736,43764,43823,43869,43884,43905,43914,43933,49549,49554,49636,49670,49806,49819
candac 4 1 19157
candid 2 1 94
candid 4 3 15075,36172,46597
canopi 4 1 13534
capabl 4 2 20902,21365
capac 4 16 648,729,1000,1020,6549,11124,26702,28528,28577,30427,33979,34370,34428,35312,39976,45991
cape 4 1 3410
capillari 3 1 709
capit 4 11 843,12978,17190,19036,19645,29320,35026,35053,41953,42102,42137
capita 4 1 16400
captur 4 5 15672,16062,35841,40622,40730
car 4 3 8569,16837,17628
cardiac 1 4 17,43,261,282
cardiac 3 2 1509,2066
cardiac 4 1 26444
cardiolog 4 1 26397
cardiologist 4 3 26612,35262,35287
cardiomyopathi 1 9 3,13,193,238,247,689,897,1067,1159
cardiomyopathi 3 2 733,879
cardiosati 4 3 26477,26733,26774
cardiovascular 1 2 391,1319
cardiovascular 2 1 44
cardiovascular 3 6 1252,1670,1814,1893,1896,1919
cardiovascular 4 11 26198,26257,26473,26553,35232,35247,35265,35302,35325,35417,35443
cardoso 4 2 26175,26481
care 1 1 569
care 2 7 29,88,198,245,293,364,411
care 4 157 256,282,309,334,407,468,507,581,589,833,3372,4362,4692,4859,5299,5308,5483,5503,5529,5915,7145,7284,7340,9092,9511,9673,10534,11415,11455,12662,14480,14815,15015,16537,17136,17258,19374,19401,19458,20055,21701,21937,21977,22014,22082,22107,22132,22177,22185,22201,23362,25048,25162,26225,26377,26471,26510,26550,26707,26722,28120,28143,28150,28181,28360,29421,29479,29514,29594,29620,29656,29819,30293,30779,30803,30806,30811,30835,30960,30998,31026,31038,31185,31499,31504,31803,31932,32401,32430,32449,32485,32502,32522,33371,35888,37015,37076,37172,37215,37235,37246,37333,37449,37548,37586,37606,37625,37743,37780,37811,37829,37847,37858,38371,38411,39082,39149,41072,41257,41273,42798,42915,43073,43149,43170,43256,43301,43329,43355,43371,43378,43401,43688,43737,43765,43835,43885,43906,43917,43936,45420,45450,45930,46730,46815,46846,46893,46909,47042,48966,49007,49044,49166,49626,49652,49789,49799
career 4 1 43531
caregiv 4 7 940,996,1073,10272,10333,10340,10453
caribbean 4 1 38315
carl 4 1 44778
carla 4 1 34725
carlo 1 1 1344
carlo 4 1 42488
carnota 4 1 4837
carolin 4 1 15962
carolina 4 2 35503,43731
carolyn 4 1 41322
caron 4 1 10561
carrera 1 1 1339
carri 4 11 1674,4238,22277,23461,24743,25837,26248,26763,39320,42312,43204
carrion 4 1 8982
carrot 4 1 45300
carvedilol 3 17 1001,1738,1764,1786,1875,1911,1938,2077,2152,2153,2199,2326,2377,2443,2450,2479,2492
case 1 10 9,46,356,1090,1150,1187,1219,1228,1295,1348
case 2 1 159
case 4 66 2109,2285,2309,4352,4389,7175,7931,7994,8008,8017,8118,9004,13294,13305,18927,19429,21294,21940,21980,21991,22005,22067,22100,22110,22122,22151,22165,22188,22190,22210,22236,22424,23744,24192,25205,25548,26461,35711,35739,37157,38260,38264,38267,38270,38273,38276,38280,38283,38287,38290,38294,38297,38301,40680,40712,41763,42397,43027,43860,44777,47420,47494,47606,47819,48779,49486
castellani 1 1 1341
castillo 4 1 42489
casual 4 6 22618,22754,22818,22873,22898,48764
casucci 1 1 1331
catalyst 4 1 34425
catanzaro 4 1 21541
categor 4 2 17931,33329
categori 4 6 8692,14941,24184,36886,44383,46440
cath 1 1 1273
cathecolamin 1 2 937,1061
catherin 4 3 4114,33796,38466
cathi 4 1 27877
cati 4 1 15978
caucasian 1 5 6,241,329,1111,1162
caucasian 3 1 585
caucasian 4 5 32075,32100,32139,32167,32299
caus 3 3 283,1457,1461
caus 4 1 40301
causal 4 2 15641,16947
cbg 4 2 15711,15743
cbgs 4 4 15699,15713,15730,15830
cbis 4 2 35044,35133
cbo 4 1 652
cbos 4 7 638,677,739,839,35038,35069,35191
cbpr 4 7 17652,33786,33841,33890,35527,43747,44058
cca 4 2 24244,24354
ccare 4 2 43742,43880
cchs 4 1 36321
ccp 2 1 46
cd4 4 2 39133,40246
cdc 4 5 1207,4789,23783,23810,38036
celentano 4 2 20435,38725
cell 3 2 442,1051
cell 4 3 8844,8946,13017
cellular 4 1 29577
census 4 28 8246,10195,10400,10909,10958,12314,14091,14129,14167,14326,15679,15696,16003,17176,17430,17474,19647,35195,36552,41870,45161,46954,46981,46987,47022,47522,47566,47594
center 4 86 3172,3176,3603,3613,3892,4552,7369,8431,8668,9419,9423,9459,9746,10348,10564,10621,10725,10834,11372,11612,12728,13951,14854,15365,18486,19250,20701,21931,22644,23289,23505,23970,24001,26445,27789,27818,28199,29377,29629,30055,30076,30999,31750,31818,31884,31902,31928,31952,31977,32886,34036,34255,34321,34332,34401,34935,37041,37234,37328,37423,37459,37495,38030,38066,38394,38397,38489,38496,38501,39908,40112,40383,44288,45075,45391,45405,45411,45453,45465,45476,46629,46941,47000,48530,49790,49816
centerpiec 4 1 38530
centr 4 16 2490,7496,12202,13714,16730,16740,18204,19795,28457,31482,33219,36494,39341,41808,42125,45855
central 1 1 1322
central 4 6 27713,30025,30242,30283,34996,38311
centroid 4 2 16414,46983
centuri 4 3 20174,20485,30783
cereal 4 1 31649
certif 4 1 46216
certifi 4 2 35373,46248
cervic 4 7 37308,37349,37372,37408,37435,37483,37537
cesd 4 2 10354,10462
cessat 4 3 9682,9723,16166
cg 4 3 27199,27336,27345
ch 4 1 38492
chaaya 4 1 18938
chain 4 1 15486
chairman 4 1 42773
chaisson 4 1 30043
challeng 4 22 4339,5414,7109,7203,7383,7412,7422,15569,27967,28080,28422,28478,29347,30486,30512,35966,37166,42299,42528,42536,42609,46003
chamber 1 2 752,881
champaign 4 1 34760
champion 4 2 28636,47896
chan 4 2 15357,18481
chanc 4 2 15322,33668
chang 4 35 1417,6305,7914,8823,9187,9891,9942,11186,11715,11793,17876,18085,19616,20514,24699,24722,25909,26102,26834,26993,27547,27594,27978,29349,30972,31330,31714,33761,34707,35227,35297,36127,44997,47862,48120
chapel 4 2 35505,43733
character 1 2 19,263
character 4 7 12887,15518,16233,24436,24560,38768,39989
characterist 1 2 148,528
characterist 2 2 289,407
characterist 4 35 2258,2430,10721,11683,12040,12366,12417,12534,12599,13096,14262,14395,15539,15918,15999,16936,19031,19079,20609,20668,21709,23932,24566,29039,33094,36647,38756,39107,40016,40220,44402,44406,44413,47271,47286
charg 4 1 31139
charl 4 3 29678,46356,49300
charsey 4 1 27417
chart 4 1 31571
charter 4 2 9278,33618
chatterje 4 1 35721
chc 4 1 7370
chcs 4 3 7391,7417,7463
check 4 1 822
chemaitelli 4 1 18943
chemic 3 1 253
chemic 4 1 46469
cherian 4 1 33996
cherri 4 1 27418
ches 4 3 891,37561,38154
chest 1 5 32,63,271,373,987
chest 4 2 22027,22226
chf 3 13 492,791,947,973,989,1025,1172,1770,1804,1990,2094,2183,2663
chi 4 3 3985,32874,32875
chi2 4 3 8573,8601,8632
chicago 4 13 8420,8440,14559,14572,14583,14594,14664,17593,35353,44211,44231,44290,44488
chief 4 1 7534
chieh 4 1 17312
child 4 35 12,223,550,2147,2178,2283,2307,2439,2473,2509,2616,2632,2657,2673,6701,7119,7155,8062,8081,10377,10383,10440,14146,14183,15086,15142,15303,25317,27883,31467,31503,31561,31641,36069,37332
childbear 4 1 49218
childcar 4 1 19518
childhood 4 7 2102,25976,30527,30557,30744,33544,47744
children 4 68 68,128,275,952,2157,2192,2198,2231,2966,3155,3191,3223,3235,3269,3291,3330,3361,3605,3609,5776,6178,6799,6867,6921,6993,7063,7194,9213,9272,9425,10335,10422,13932,14010,14047,14076,14105,14171,14188,14207,14226,15069,15112,15167,15325,24071,24519,25230,25240,25253,26048,31518,31851,33533,33658,33763,34190,35592,36011,36080,47384,47578,47764,48081,48178,48197,48239,48321
chile 4 2 17884,21559
china 4 1 7008
chinchwad 4 2 21951,21966
chines 4 1 48403
chinyer 4 1 47643
chipman 4 1 47091
chisolm 4 1 261
choi 4 1 7482
choic 3 1 2281
choic 4 12 14917,19509,19974,33493,33515,33738,35226,35296,35456,44010,45048,45377
cholesterol 4 1 35379
chosen 4 1 17137
chrasandra 4 1 11141
christin 4 1 5163
christina 4 6 15356,18480,20119,25946,27641,43718
christoph 4 3 2482,14838,43104
chronic 3 3 16,489,927
chronic 4 10 5143,5716,8722,9193,20137,31037,31184,40641,42545,47807
chronolog 4 1 20871
chu 4 1 20425
church 4 3 35349,35436,44965
ci 2 6 223,253,300,312,333,370
ci 3 6 1470,1493,1504,1519,1541,1967
ci 4 39 13614,13629,17491,17504,19064,20651,21804,21818,21831,21845,21859,21879,25305,25336,25369,25382,25405,25419,25435,25449,28911,28928,28945,28985,36668,39728,39744,39769,39779,39789,39800,39816,39831,40948,40965,40979,40997,47612,48103
cibi 3 2 2071,2139
cicu 1 2 1195,1257
cid 4 1 37909
cigarett 4 14 15866,15904,15932,16023,16054,32186,32643,32802,32809,32828,44046,44069,44114,44181
cihr 4 1 17059
circl 4 1 34120
circul 4 1 7673
circular 4 1 8058
circumcis 4 5 22926,22991,22997,23087,23152
circumst 4 1 39605
cit 4 2 43681,43786
cite 4 2 44151,44677
citi 4 112 601,753,868,969,1414,1934,2003,2112,2215,5365,5825,6120,7199,8792,9759,10077,10134,11565,11600,11626,12207,12699,12908,12911,13025,13198,13952,14052,15531,15960,16309,16735,17101,17185,17374,17867,18549,19156,19620,19744,19767,20473,21142,21149,21152,21168,21183,21406,21412,21453,21456,21500,21586,22631,22729,23763,23991,24014,24101,24304,24322,24428,24463,25760,25786,26326,27685,27701,27858,27893,28545,28582,28631,28732,29371,29389,29435,29465,32707,32733,32766,33538,33586,33622,33663,33926,34065,34941,35652,36499,41813,42524,42565,42594,42604,42761,43955,44838,45053,45107,45527,45556,46026,46325,48995,49056,49103,49139,49168,49365,49525,49778
citizen 4 3 7639,14716,38243
civic 4 3 20282,20360,34731
civil 4 1 49517
claim 4 4 10107,10954,13897,43115
clairborn 4 1 35356
clara 4 1 11143
clareci 4 2 26173,26479
clarifi 4 1 33949
class 3 4 1290,1378,1389,1590
class 4 9 1803,1825,3437,3485,3522,3552,31097,31112,33633
classif 4 1 36593
classifi 4 1 36600
classroom 4 2 33672,46262
claudia 4 1 15882
clean 4 5 8550,20005,24062,24427,38562
clear 4 4 27846,28692,29051,34951
cleari 4 1 37897
cleft 4 12 24476,24499,24502,24508,24530,24545,24556,24586,24625,24657,24664,24670
clegg 4 1 43963
clement 4 1 30533
cleverley 4 1 39326
client 4 32 4549,5446,7303,8876,8882,8983,8992,9131,13239,13255,13287,13313,13329,13352,13361,27076,28306,29127,29203,29214,29224,29238,29260,29266,29280,29314,29451,29524,34579,34597,34653,35105
cliff 4 2 8167,16217
climat 4 3 7918,24762,38545
clinic 2 2 288,357
clinic 3 3 115,2022,2646
clinic 4 45 257,408,411,432,447,508,824,1791,5294,5456,7216,9710,9726,10022,10031,10917,16505,16593,16620,16695,16768,22332,22979,26261,26460,27980,28242,28297,29659,29709,29731,29743,40036,40101,40475,41615,41735,41765,42860,42927,42999,43006,43014,43054,43397
clinicepidemiolog 4 1 26251
clinician 4 6 363,423,443,510,9087,9121
clissold 3 1 364
close 4 5 965,14879,42623,47328,47546
closer 4 3 16342,16409,21869
closest 4 2 27790,27816
club 4 1 47278
clue 4 1 15922
cluster 4 18 750,6070,8262,8279,11002,11023,11033,11050,11078,12054,12060,12100,12778,17110,17455,33321,33407,33922
cma 4 1 12299
cmaj 4 1 7530
co 4 6 5011,21624,22044,33548,35558,41701
coad 4 1 43705
coalit 4 1 21277
coast 4 1 3411
coastal 4 1 30774
coat 3 1 394
cocain 4 8 5145,5175,20621,39193,39784,40076,41622,41642
cockroach 4 4 6141,6147,6188,38576
code 4 9 6696,8774,8898,9100,9102,16006,30679,36859,44568
coeffici 4 1 14447
cognit 4 1 2799
cohen 4 1 2717
cohes 4 5 13496,17228,21054,24336,37962
cohort 2 3 49,151,379
cohort 3 1 599
cohort 4 10 11619,13774,15219,18182,20501,21645,24155,36544,38782,38800
coid 4 2 34340,34394
collabor 4 38 1940,4752,5672,5755,6121,6341,6483,9250,11237,16281,21153,21370,21457,24368,24456,25916,26072,31237,31425,31441,31751,33594,34039,34376,34390,34456,34484,34527,34548,34582,34753,35746,37124,37162,37879,38027,43501,43601
collag 4 1 1915
collaps 4 1 36587
collar 4 1 32705
colleagu 4 1 43623
collect 1 3 1181,1213,1222
collect 4 35 5929,6673,9804,11360,11770,14101,15852,23280,23524,23776,24917,27435,28030,28371,28383,29122,29157,29200,29217,29263,29271,29317,29457,30278,32465,32899,32932,33082,33390,35097,35564,38068,47549,49726,49747
colleg 4 14 1611,14573,14584,27105,27128,27804,31800,32688,35947,46603,46617,46623,47923,48434
collin 4 1 37904
colon 4 2 32235,32279
coloni 4 5 1704,1804,1812,1826,1837
colonoscopi 4 1 10814
colostrum 4 1 31722
columbia 4 6 3656,18203,32375,46118,46365,49524
columbus 4 1 274
combat 4 2 18826,22932
combin 3 3 1211,1323,2628
combin 4 17 5296,6544,8329,10160,10178,12305,12795,16297,17089,19747,34683,36915,39097,39231,39257,40201,49429
comet 3 6 1743,1745,2304,2351,2368,2426
comfort 4 4 4237,5076,29717,29970
commenc 4 1 40366
comment 3 1 1973
commentari 4 1 46686
commerci 4 8 2706,2755,2923,4417,6945,6962,7608,23513
commiss 4 2 17191,47555
commit 4 5 2868,7102,34732,36962,49810
committe 4 2 42770,42778
common 1 2 214,954
common 4 19 1885,1919,3507,7019,7649,7725,9642,13884,20299,23608,24344,30573,33056,35544,38554,39038,40148,45468,49745
communal 3 1 1076
communic 4 27 4121,4998,7112,8670,11254,22850,27635,29440,31008,31023,31127,31282,31566,31677,34937,37189,37237,38251,38325,48121,48730,48918,49287,49305,49385,49509,49749
communiti 4 274 537,593,607,633,644,742,787,808,927,981,1025,1250,1279,1306,1316,1388,1408,1434,1894,1998,2781,3876,3915,4066,4568,5508,5792,6118,6403,6413,6463,6514,6546,6874,7249,7367,7991,8381,9122,9163,9205,9266,9295,9313,9378,9420,9549,9575,9612,9636,9645,10363,10468,10580,10734,11126,11235,11240,11266,11271,11296,11344,11361,11385,11399,11558,11688,12285,13912,15862,15906,15930,15995,16019,16058,16096,16101,16135,16152,16163,16171,16177,16279,16311,16498,16525,16548,16573,16584,16608,16683,17051,17103,17645,18934,19002,19999,20077,20092,20499,20950,22257,23454,24248,24251,24289,24366,24377,24443,24782,25124,25132,25171,25203,25616,25704,26789,26853,26860,26981,27004,27865,27919,27943,27991,28033,28083,28086,29191,29658,29708,29730,29742,30777,30809,31197,31206,31259,31351,31382,31439,31453,31665,31748,31805,31830,31871,31946,31954,31979,32065,32739,32817,32854,33304,33325,33348,33392,33483,33646,33684,33837,33850,33886,33964,33989,34081,34152,34216,34242,34294,34306,34309,34335,34346,34359,34369,34377,34404,34427,34444,34469,34499,34562,34609,34644,34743,34755,34770,34900,34924,35030,35034,35040,35240,35314,35389,35473,35488,35523,35540,35553,35574,35641,35699,36313,37226,37883,37927,37947,37993,38046,38051,38093,38111,38393,38400,38485,38780,39489,39556,39956,40838,41024,41858,42722,42728,42809,42816,42832,42850,42863,42881,42929,42935,42961,42976,42996,43001,43012,43037,43048,43925,44015,44054,44126,44157,44191,44256,44489,44499,44535,44585,44971,45403,45459,45496,45884,46914,46922,46939,47016,47066,47399,47441,47459,47913,47975,47991,48511,49318,49360,49376,49444
commut 4 10 4112,4153,4164,4182,4212,4230,4254,4284,4298,4332
comorbid 2 1 190
compar 2 2 164,339
compar 3 8 270,621,1444,1545,1658,1756,2176,2381
compar 4 41 1582,1805,2605,3904,3947,4177,5883,5937,5955,8282,8563,10609,10765,17952,18125,18632,22299,22335,22392,22457,22482,22508,22537,22762,23633,24187,26018,26355,32178,36325,36345,36431,37385,40015,45248,45329,45361,48398,48408,49052,49570
comparison 4 11 4772,13098,15406,18110,23615,25832,25845,33265,36878,44303,49695
compet 1 2 1166,1176
compet 4 1 20085
competit 4 1 31656
complaint 4 1 29565
complet 4 26 357,13008,13310,14057,14745,17926,22308,22475,22549,22730,24053,26077,26422,27212,27737,35409,39436,39476,39506,39737,40873,44301,46269,46507,46512,48752
complex 4 11 7408,10842,12951,19634,19683,30787,33879,35928,46713,49421,49735
complianc 4 2 5335,28372
compliant 4 2 5239,46293
complic 4 3 9971,43337,46708
complimentari 4 1 39478
compon 4 16 4722,6892,8213,9245,9650,10626,13464,14335,15203,26565,42326,42343,42345,44701,45089,48001
compos 1 1 1197
compos 4 2 2806,10674
composit 2 1 90
composit 3 1 1454
composit 4 6 12892,13490,15864,15908,16065,16116
compost 4 1 24429
compound 3 1 310
compound 4 1 34303
comprehens 4 14 4858,5094,6991,9801,11677,25123,25143,27189,28283,34320,42392,42797,42914,46750
compris 3 2 386,1948
compris 4 8 2187,8361,13211,14658,25235,26674,26694,35319
compromis 4 1 4104
comput 4 23 335,485,491,9385,9738,9778,9784,9977,13003,15974,26285,27168,27174,27386,29697,29790,30966,30993,31015,31157,31194,33008,41232
computer 4 3 250,325,29517
comuna 4 1 17895
conceiv 1 1 1293
conceiv 4 1 7507
concentr 4 7 6186,24389,31841,45382,46927,46970,47069
concept 4 6 11967,12033,12055,12494,12581,31318
conceptu 4 8 11972,12595,17160,21127,36157,41511,44569,44572
concern 3 3 94,1998,2501
concern 4 24 51,6596,6620,7132,13723,15079,15428,15465,15508,21434,24359,25604,25700,27836,31209,31262,31455,31964,32532,32665,34976,37360,38454,46326
conclud 4 1 36117
conclus 1 2 191,895
conclus 3 2 1118,1975
conclus 4 59 490,835,2426,3359,3703,3794,4061,4542,6052,6829,9992,10509,11094,11545,12623,13061,13656,13879,15770,16934,17781,18400,18660,19085,20050,21885,22167,22545,23145,23396,23639,23939,25455,27365,29579,29941,30740,31144,32284,32549,35414,36423,36943,38972,39272,39836,40323,41020,41738,42404,44418,44673,46299,46540,46761,47287,48109,48893,49832
concomit 1 1 306
concomit 4 1 5213
concord 4 3 5875,5895,5997
concret 4 1 30204
concurr 4 2 13228,49707
condessa 4 1 25551
condit 4 25 5225,6210,6294,7152,7664,9076,12855,14016,14116,14151,14212,17260,17796,18964,20947,20964,24913,25113,28498,33257,33363,33365,36931,41586,45709
condom 4 40 4468,4565,15767,18566,18574,18582,18629,18644,22613,22668,22677,22689,22695,22706,22748,22770,22815,22849,22858,22867,22878,23887,27513,48636,48666,48674,48695,48723,48806,48808,48820,48839,48841,48857,48877,48908,48913,48922,48941,48951
conduct 4 56 1234,1521,1974,2019,3287,3725,3931,3961,4434,4812,5899,6693,8311,8456,9728,10642,11259,12497,14086,14899,17654,19893,19901,19919,25209,27693,29501,30438,32768,34464,35145,35161,35182,35316,35837,35998,36849,37445,37627,40034,40425,44269,44849,44905,45094,45573,45669,45836,47289,47424,48032,48224,48527,48684,48736,49773
cone 4 1 23980
